,absolutely,adapter,advertised,alright,amazing,android,anker,anti,apple,apply,armor,attractive,audio,awesome,backup,bad,basic,batteries,battery,beat,beautiful,best,better,big,bit,black,blue,bluetooth,bought,box,broke,bubbles,built,bulk,bulky,buttons,buy,cable,cables,came,capacity,car,case,cases,cell,charge,charger,chargers,charges,charging,cheap,clear,color,colors,combo,comfortable,commuter,compact,convenient,cool,cord,cost,cover,covers,customer,cute,day,deal,decent,defender,described,design,designed,device,devices,did,didn,disappointed,dock,does,doesn,don,dont,dual,durable,ear,easily,easy,effective,exactly,excellent,expected,expensive,external,extra,fake,fantastic,far,fast,favorite,feel,feels,finally,fine,fit,fits,flip,functional,galaxy,genuine,gets,gift,glare,good,got,great,grip,hands,handy,happy,hard,hate,hd,headphones,headset,heavy,high,highly,holder,holster,horrible,htc,hybrid,idea,impressed,inexpensive,install,ipad,iphone,issues,item,job,junk,just,lg,life,light,like,little,long,look,looking,looks,lot,lots,love,loved,loves,low,mah,makes,market,matte,micro,mini,mirror,mobile,money,months,motorola,mount,need,needed,needs,new,nexus,nice,note,oem,ok,okay,ordered,original,otter,otterbox,outstanding,overall,owned,pack,pay,pen,perfect,perfectly,phone,phones,pink,plantronics,plastic,plug,poor,port,portable,ports,power,powerful,premium,pretty,price,problem,problems,product,products,protect,protection,protective,protector,protectors,protects,purchase,purchased,quality,quick,quickly,quite,read,real,really,recommend,recommended,reliable,replacement,review,right,rugged,samsung,satisfied,saver,says,scratches,screen,second,series,service,set,short,simple,size,sleek,slim,slippery,small,solid,solution,sound,spigen,star,stars,strong,sturdy,style,stylish,stylus,super,sure,tablet,tech,terrible,thing,thought,time,touch,tough,travel,trent,tried,usb,use,used,useful,using,value,ve,wall,want,wanted,waste,way,white,wife,wireless,wonderful,work,worked,working,works,worth,wow,wrong,year,yes
83,0,0,0,0,3,0,0,0,0,1,0,1,0,8,0,1,0,0,0,0,0,30,12,0,0,0,0,0,4,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,3,5,3,0,0,0,0,0,0,0,2,4,0,0,4,3,1,5,2,0,0,0,3,1,0,0,0,7,0,1,5,2,0,11,2,0,0,0,0,4,4,1,8,1,1,4,1,0,1,0,1,0,0,1,0,0,31,0,118,0,1,3,0,0,0,1,0,0,0,6,2,0,0,0,0,0,2,2,2,0,3,3,0,1,3,0,6,0,1,1,9,9,1,1,3,1,0,0,17,0,0,1,0,1,3,0,14,1,0,0,1,1,0,0,0,0,0,20,2,25,1,0,0,3,0,0,0,0,0,0,0,6,0,11,15,1,3,3,0,0,1,0,1,0,2,0,0,0,0,1,14,0,0,20,1,1,1,1,1,2,1,0,0,24,0,0,0,0,0,6,2,2,1,0,1,1,0,1,0,0,0,0,11,2,0,0,3,4,5,1,0,0,0,3,8,0,0,0,0,1,0,1,1,4,200,0,0,6,0,0,0,1,2,8,0,0,13,7,0,7,8,1,1,6,6,0,2,0,0,2,0,0,0,3,10,0,0,27,1,0,1,1,0
84,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,10,0,20,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,7,1,0,0,1,1,1,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,1,2,0,0,0,0,1,0,0,0,3,0,1,0,6,0,1,0,0,1,0,0,0,0,0,0,0,0,10,0,0,5,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,2,1,0
85,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3,6,0,1,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,10,2,26,0,1,0,0,0,0,6,0,0,0,1,2,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,2,0,0,0,3,1,1,2,3,0,1,0,8,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,1,0,0,0,0,0,0,0,1,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,2,1,4,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,2,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,18,1,1,0,0,0,0,0,1,3,0,0,0,1,0,2,0,0,0,5,1,0,0,0,0,1,0,0,0,2,7,0,0,4,0,0,0,0,0
86,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,1,0,1,3,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,2,0,0,0,0,0,3,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,2,0,0,1,0,0,9,0,32,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,2,1,1,0,0,0,1,9,2,0,0,0,0,0,11,0,0,0,0,0,0,0,0,25,0,0,1,0,0,0,0,0,1,0,0,7,0,0,2,4,1,0,0,0,0,0,0,0,1,10,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,9,0,0,5,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,6,0,0,0,0,35,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1,0,0,1,4,0,0,1,0,0,0,0,0
87,0,1,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,2,1,0,0,30,0,0,0,6,64,1,2,3,1,0,0,0,0,0,0,8,2,3,1,0,0,0,0,1,0,3,2,0,1,6,1,1,4,0,0,0,1,9,1,2,0,10,1,0,0,2,0,0,4,1,0,0,0,0,3,3,6,0,0,1,2,0,1,0,0,1,4,0,1,0,0,13,0,50,0,0,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,0,2,3,0,3,0,0,1,4,10,1,1,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,1,1,1,1,1,11,1,0,1,1,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,2,3,0,1,3,2,0,2,4,1,0,16,0,0,0,0,0,0,0,0,1,6,1,1,0,0,2,2,0,0,0,0,0,1,0,1,1,1,2,0,0,0,0,0,0,2,0,0,4,0,0,4,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,1,1,1,0,1,1,0,16,2,2,4,0,1,0,0,0,0,0,1,0,0,0,0,2,1,1,20,2,0,0,0,0
88,0,0,0,0,2,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,8,2,0,1,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,4,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,1,0,2,0,0,2,0,0,0,0,0,2,3,2,0,0,0,0,1,7,0,0,8,6,1,0,1,0,0,3,0,0,1,0,0,0,2,1,0,0,6,0,0,0,0,21,1,24,0,1,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,3,0,0,0,4,0,1,2,1,0,0,1,7,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,5,0,0,4,1,1,0,0,0,0,0,1,0,1,0,5,2,1,0,0,0,0,0,1,0,0,0,0,0,1,1,6,0,0,19,1,1,6,0,23,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,4,1,0,0,1,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,1,0,0,1,1,0,1,1,0,0,1,0,4,5,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,5,7,0,0,0,0
89,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,3,0,0,0,1,14,1,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,1,0,2,0,0,0,1,1,0,0,0,6,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,16,0,0,2,0,11,2,3,0,0,8,0,0,0,1,0,0,1,0,0,0,2,1,0,4,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,1,0,0,0,0,0,1,0,0,2,1,0,1,0,0
90,1,0,0,0,3,0,0,0,0,0,0,1,0,10,0,4,1,0,0,0,0,15,4,2,0,1,1,0,4,5,1,0,1,1,4,18,2,0,0,0,0,0,92,0,1,0,0,0,0,1,1,0,2,1,0,0,12,0,0,2,0,1,3,0,1,1,1,2,1,5,0,5,0,1,0,2,1,0,0,1,3,1,1,0,7,0,1,1,0,0,7,0,0,0,0,0,1,1,0,4,0,0,0,1,10,2,0,0,17,0,0,1,0,25,0,73,1,0,0,0,11,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,4,0,0,0,6,1,1,1,1,6,0,0,16,0,0,1,1,2,0,0,0,0,0,0,2,2,0,0,2,2,1,0,0,15,0,0,1,2,0,0,7,38,0,1,0,0,1,0,14,0,12,0,0,0,1,0,2,0,0,0,2,0,0,1,3,1,3,7,0,2,30,5,3,0,1,2,0,3,0,0,0,0,0,1,0,0,0,0,1,0,1,8,1,0,0,1,2,0,1,1,0,0,0,1,2,2,5,1,4,0,0,0,0,1,1,7,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,2,0,0,1,0,1,0,2,1,0,1,1,2,0,1,2,2,0,5,1,1,0,1,1
91,0,0,2,0,2,0,0,0,0,0,1,0,0,12,0,5,0,1,1,0,0,11,2,4,1,1,0,0,1,5,0,0,1,1,6,0,2,0,0,0,0,0,47,6,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,4,0,0,1,0,0,0,12,0,0,0,1,0,0,1,1,0,5,0,2,0,0,2,0,0,0,0,0,4,2,0,0,0,0,1,5,1,0,1,1,0,0,3,0,0,0,13,0,0,1,0,19,2,40,0,1,0,2,3,0,0,0,0,0,1,0,0,2,0,0,0,0,1,1,0,0,0,1,0,1,0,4,0,1,0,1,3,4,0,1,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9,0,0,4,1,0,0,5,32,0,0,0,0,0,0,5,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,7,0,1,22,1,3,0,1,1,0,5,0,0,1,1,0,1,0,0,0,0,0,0,0,8,0,0,0,0,7,0,4,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,3,1,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,1,1,1,1,9,2,0,1,0,0
92,1,0,2,1,4,0,0,2,0,11,20,0,0,12,0,3,0,0,0,0,0,15,3,0,2,0,0,0,2,0,0,11,0,0,0,0,6,0,0,2,0,0,1,0,1,0,0,0,0,0,2,18,0,0,0,0,0,0,0,0,1,0,7,2,6,0,0,1,2,0,1,0,0,0,0,0,0,2,0,6,2,5,0,0,4,0,3,22,2,1,21,2,0,0,0,0,0,1,2,0,2,2,1,1,8,1,0,0,7,0,0,0,1,65,0,82,0,0,0,2,4,0,9,0,0,0,5,0,0,0,0,0,0,0,1,1,13,0,1,1,1,4,1,4,0,0,0,10,3,2,2,0,3,0,0,12,0,1,0,0,0,0,1,0,0,0,0,7,1,0,0,0,0,2,0,0,25,0,0,9,2,0,0,0,1,0,1,0,1,3,0,8,0,7,0,0,0,1,0,1,0,0,0,0,0,0,6,16,0,0,51,1,1,10,1,56,26,0,0,1,9,0,0,0,2,0,10,0,0,0,2,1,2,0,3,0,2,2,0,95,2,0,8,0,1,1,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,2,2,0,19,2,1,1,3,1,1,0,0,1,0,5,1,1,0,1,1,0,1,1,6,1,0,0,0,1,5,2,1,23,1,1,1,0,0
93,0,3,11,0,1,4,0,0,10,0,0,0,0,5,1,0,0,0,0,0,1,9,6,1,3,1,0,0,0,0,2,0,1,0,3,0,6,1,1,1,0,54,0,0,1,15,81,4,10,10,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,3,0,0,2,5,2,7,11,1,1,0,1,10,0,1,1,16,3,0,0,1,2,5,17,6,0,0,0,0,5,11,8,0,0,1,2,4,1,0,0,2,10,0,1,1,0,39,0,98,0,0,2,1,0,0,1,0,0,0,11,3,0,0,0,0,0,0,1,0,0,5,15,1,1,2,3,3,1,0,0,8,7,2,0,1,1,0,0,7,0,0,0,0,0,2,0,1,0,0,2,1,4,0,0,1,5,0,0,6,15,4,0,2,0,0,0,0,0,0,0,1,0,0,0,13,4,5,4,0,0,0,3,0,5,1,5,11,8,0,3,7,1,2,27,2,0,0,0,0,0,0,1,0,6,0,2,0,0,3,1,1,1,1,0,2,1,0,5,2,0,0,0,0,2,0,2,0,0,0,1,0,0,0,2,2,0,0,0,1,4,0,0,0,0,0,2,0,2,1,0,1,0,7,0,1,1,0,1,23,8,1,2,4,4,2,1,0,0,0,3,4,1,0,0,7,5,1,88,2,2,0,1,2
94,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,1,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,1,2,1,0,2,0,1,0,0,0,0,0,0,0,2,4,1,0,3,2,2,1,0,0,0,0,1,0,1,3,4,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,8,0,1,1,3,28,1,32,0,0,0,1,3,3,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,1,0,0,1,5,0,0,3,0,1,0,0,15,2,1,0,0,2,0,0,0,0,55,0,3,1,0,0,0,0,0,0,0,7,0,0,7,5,1,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,20,0,0,6,1,37,1,0,2,1,3,1,0,0,1,0,0,0,1,0,0,0,0,0,5,0,0,2,1,49,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,2,4,0,0,4,2,0,0,0,0
95,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0,9,0,0,1,1,0,0,1,0,0,1,0,1,0,0,2,0,0,0,0,0,51,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,3,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,4,3,1,0,0,0,0,3,1,0,2,2,0,0,1,8,5,0,0,6,0,0,0,0,16,0,35,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,2,0,0,2,1,1,0,5,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,9,1,0,0,1,1,0,0,0,0,0,1,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,5,0,0,3,0,5,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
96,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,40,1,1,0,0,0,0,0,1,0,6,0,0,0,0,0,0,3,0,0,34,2,0,1,2,1,0,0,1,1,0,0,0,0,1,1,0,2,3,5,0,0,3,0,0,2,0,1,3,3,1,0,0,5,0,0,0,1,0,3,0,1,7,2,28,2,8,3,1,1,0,20,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,3,0,0,2,3,2,0,1,3,6,0,0,17,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,14,0,2,3,4,0,2,0,0,1,0,0,0,1,0,3,0,10,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,1,12,0,2,9,5,2,0,2,1,0,6,0,1,0,0,3,0,2,0,0,0,1,1,0,21,0,0,0,0,9,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,2,0,0,1,1,0,0,1,0,0,0,2,1,1,1,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,1,1,1,0,0
97,0,0,3,0,0,0,0,0,0,0,0,0,0,2,3,1,0,6,53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3,1,0,0,0,0,0,0,1,1,1,0,1,3,0,1,0,0,0,0,0,0,8,2,2,0,0,5,3,0,3,0,0,0,0,0,1,0,1,0,0,8,3,0,0,0,33,1,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,1,0,1,1,4,0,0,2,0,0,1,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,5,0,13,0,0,0,8,0,0,0,0,0,0,2,0,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,7,0,1,6,0,0,0,0,0,0,0,0,0,6,0,2,0,0,3,0,0,0,0,10,1,0,0,11,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,0,15,1,0,1,0,0
98,1,0,0,0,2,0,11,0,0,0,0,0,0,2,3,2,0,29,18,0,0,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,17,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,3,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,24,0,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,2,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,6,4,1,0,2,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,15,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,6,3,0,0,2,1,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,4,1,0,0,0,0,0,0,0,0,1,1,2,1,10,2,1,1,2,0
99,0,0,1,0,3,0,0,0,0,0,0,1,0,1,0,1,0,0,4,0,0,6,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,4,3,0,0,0,0,0,0,1,0,0,9,2,0,0,0,0,0,4,0,0,0,0,0,1,1,1,0,1,1,0,2,0,0,14,0,19,10,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,17,2,0,0,0,1,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,7,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,2,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,4,4,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,1,0,0,0,1,4,1,0,19,2,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,5,2,1,0,1,0,0,0,1,0,0,0,0,3,0,2,0,0,0,0,0,31,1,1,0,1,0,0,1,1,0,0,0,2,0,0,0,0,1,0,1,3,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,5,0,0,0,0,10,0,15,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,1,0,5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8,0,0,2,4,0,0,1,2,0,0,1,0,0,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,4,0,0,2,3,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0
101,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,32,0,0,2,0,0,0,1,2,0,1,0,0,0,0,0,0,1,0,0,8,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,2,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,4,0,14,0,0,0,0,4,0,0,0,0,3,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,17,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,3,1,0,0,0,0,0,0,0,0,1,0,3,0,10,0,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,5,0,1,3,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
102,2,0,4,1,3,0,0,4,6,6,13,0,0,5,0,8,0,0,0,0,0,22,9,0,2,0,0,0,1,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,1,2,1,4,0,1,1,0,0,2,0,0,0,0,2,1,0,0,1,1,2,0,0,0,0,1,19,0,2,7,2,0,0,0,0,2,2,1,1,1,2,0,1,4,1,0,1,0,0,0,0,3,30,0,68,0,0,0,1,3,0,5,0,0,0,2,1,0,0,0,0,0,0,0,1,8,0,13,1,2,0,0,4,0,0,1,5,1,0,1,2,2,0,0,10,0,1,1,0,1,1,4,0,0,0,0,5,1,0,0,0,1,0,0,0,12,0,0,3,4,1,0,0,0,0,0,0,0,1,0,6,0,2,1,0,0,2,0,0,0,0,0,0,0,3,1,7,1,0,21,0,1,7,0,37,19,2,0,1,7,1,0,2,3,1,5,1,0,0,0,0,0,0,0,2,1,0,1,58,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,2,0,12,1,0,0,1,0,1,0,0,0,0,3,3,0,0,1,3,0,0,0,2,2,0,1,0,3,5,1,0,19,3,1,1,0,0
103,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,6,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,36,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,4,1,0,1,11,2,0,0,2,0,0,1,0,9,0,29,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,1,2,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,13,0,0,1,1,0,0,1,0,0,0,2,0,1,0,8,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,5,1,0,0,2,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,13,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0
